"period start","updates/m","creations/m","sales/m","deletions/m","total/m"
"2026-04-20 02:20:00+00",61.0000000000000000,56.4000000000000000,198.6000000000000000,48.2000000000000000,364.2000000000000000
"2026-04-20 02:25:00+00",74.4000000000000000,42.0000000000000000,170.6000000000000000,56.2000000000000000,343.2000000000000000
"2026-04-20 02:30:00+00",61.2000000000000000,44.0000000000000000,180.2000000000000000,58.4000000000000000,343.8000000000000000
"2026-04-20 02:35:00+00",70.4000000000000000,40.0000000000000000,197.6000000000000000,65.0000000000000000,373.0000000000000000
"2026-04-20 02:40:00+00",76.6000000000000000,46.2000000000000000,179.6000000000000000,52.4000000000000000,354.8000000000000000
"2026-04-20 02:45:00+00",68.6000000000000000,31.6000000000000000,173.8000000000000000,50.2000000000000000,324.2000000000000000
"2026-04-20 02:50:00+00",43.6000000000000000,49.2000000000000000,238.2000000000000000,72.8000000000000000,403.8000000000000000
"2026-04-20 02:55:00+00",63.6000000000000000,45.6000000000000000,201.6000000000000000,71.8000000000000000,382.6000000000000000
"2026-04-20 03:00:00+00",50.4000000000000000,47.4000000000000000,221.2000000000000000,45.8000000000000000,364.8000000000000000
"2026-04-20 03:05:00+00",66.8000000000000000,36.6000000000000000,208.8000000000000000,45.0000000000000000,357.2000000000000000
"2026-04-20 03:10:00+00",61.8000000000000000,41.6000000000000000,238.6000000000000000,62.0000000000000000,404.0000000000000000
"2026-04-20 03:15:00+00",58.0000000000000000,51.2000000000000000,147.0000000000000000,39.4000000000000000,295.6000000000000000
"2026-04-20 03:20:00+00",71.0000000000000000,50.4000000000000000,184.0000000000000000,42.8000000000000000,348.2000000000000000
"2026-04-20 03:25:00+00",66.0000000000000000,43.8000000000000000,182.4000000000000000,37.8000000000000000,330.0000000000000000
"2026-04-20 03:30:00+00",59.4000000000000000,68.8000000000000000,193.6000000000000000,40.0000000000000000,361.8000000000000000
"2026-04-20 03:35:00+00",49.0000000000000000,67.6000000000000000,185.6000000000000000,54.4000000000000000,356.6000000000000000
"2026-04-20 03:40:00+00",72.2000000000000000,45.4000000000000000,195.2000000000000000,43.8000000000000000,356.6000000000000000
